id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
851701,427,7/17/2015 17:40,Spear at Folsom,49,7/17/2015 17:47,San Francisco Caltrain (Townsend at 4th),70,29,Subscriber,94403
851699,822,7/17/2015 17:40,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:54,Yerba Buena Center of the Arts (3rd @ Howard),68,586,Customer,95050
851698,1028,7/17/2015 17:40,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:57,Temporary Transbay Terminal (Howard at Beale),55,461,Subscriber,94608
851697,448,7/17/2015 17:40,5th at Howard,57,7/17/2015 17:47,Temporary Transbay Terminal (Howard at Beale),55,608,Subscriber,94610
851696,665,7/17/2015 17:39,Market at 4th,76,7/17/2015 17:50,2nd at South Park,64,475,Customer,4650
851695,61,7/17/2015 17:39,Golden Gate at Polk,59,7/17/2015 17:40,Golden Gate at Polk,59,554,Subscriber,94107
851694,639,7/17/2015 17:40,Market at 4th,76,7/17/2015 17:50,2nd at South Park,64,340,Customer,4650
851693,674,7/17/2015 17:39,Steuart at Market,74,7/17/2015 17:50,San Francisco Caltrain (Townsend at 4th),70,278,Subscriber,94025
851692,699,7/17/2015 17:39,Embarcadero at Folsom,51,7/17/2015 17:50,San Francisco Caltrain (Townsend at 4th),70,494,Subscriber,95129
851691,908,7/17/2015 17:33,2nd at South Park,64,7/17/2015 17:48,Powell at Post (Union Square),71,427,Subscriber,94108
851690,259,7/17/2015 17:38,Castro Street and El Camino Real,32,7/17/2015 17:42,Mountain View Caltrain Station,28,27,Subscriber,94401
851689,287,7/17/2015 17:37,Howard at 2nd,63,7/17/2015 17:42,Steuart at Market,74,391,Subscriber,94115
851688,427,7/17/2015 17:35,2nd at Townsend,61,7/17/2015 17:42,Steuart at Market,74,289,Subscriber,94579
851687,80,7/17/2015 17:35,Temporary Transbay Terminal (Howard at Beale),55,7/17/2015 17:36,Temporary Transbay Terminal (Howard at Beale),55,470,Subscriber,94105
851686,363,7/17/2015 17:34,Howard at 2nd,63,7/17/2015 17:40,Harry Bridges Plaza (Ferry Building),50,274,Subscriber,94590
851685,846,7/17/2015 17:33,Santa Clara County Civic Center,80,7/17/2015 17:47,Ryland Park,84,679,Subscriber,95112
851684,348,7/17/2015 17:33,Embarcadero at Vallejo,48,7/17/2015 17:38,Temporary Transbay Terminal (Howard at Beale),55,709,Subscriber,94611
851683,601,7/17/2015 17:33,San Jose Diridon Caltrain Station,2,7/17/2015 17:43,Ryland Park,84,254,Subscriber,95110
851682,672,7/17/2015 17:32,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:44,Harry Bridges Plaza (Ferry Building),50,480,Subscriber,94501
851681,664,7/17/2015 17:32,Grant Avenue at Columbus Avenue,73,7/17/2015 17:44,Temporary Transbay Terminal (Howard at Beale),55,431,Subscriber,94103
851680,672,7/17/2015 17:32,Embarcadero at Sansome,60,7/17/2015 17:43,Post at Kearny,47,497,Subscriber,94103
851679,618,7/17/2015 17:31,Davis at Jackson,42,7/17/2015 17:41,San Francisco Caltrain (Townsend at 4th),70,347,Subscriber,95014
851678,411,7/17/2015 17:29,San Francisco Caltrain 2 (330 Townsend),69,7/17/2015 17:36,5th at Howard,57,411,Subscriber,94103
851677,365,7/17/2015 17:30,Embarcadero at Sansome,60,7/17/2015 17:36,Steuart at Market,74,278,Subscriber,94595
851676,195,7/17/2015 17:29,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:32,San Francisco Caltrain (Townsend at 4th),70,586,Subscriber,95050
851675,779,7/17/2015 17:29,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:42,Steuart at Market,74,320,Subscriber,94703
851674,413,7/17/2015 17:29,Broadway St at Battery St,82,7/17/2015 17:36,Embarcadero at Folsom,51,222,Subscriber,94107
851673,255,7/17/2015 17:29,Market at Sansome,77,7/17/2015 17:33,Yerba Buena Center of the Arts (3rd @ Howard),68,609,Subscriber,94030
851672,4582,7/17/2015 17:28,Market at 10th,67,7/17/2015 18:44,Powell at Post (Union Square),71,362,Customer,2166
851671,4552,7/17/2015 17:28,Market at 10th,67,7/17/2015 18:43,Powell at Post (Union Square),71,343,Customer,2166
851670,454,7/17/2015 17:27,2nd at Townsend,61,7/17/2015 17:35,Steuart at Market,74,267,Subscriber,94110
851668,515,7/17/2015 17:27,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:36,5th at Howard,57,602,Subscriber,94107
851667,547,7/17/2015 17:27,Clay at Battery,41,7/17/2015 17:36,Embarcadero at Sansome,60,419,Subscriber,94107
851666,733,7/17/2015 17:27,Townsend at 7th,65,7/17/2015 17:39,Embarcadero at Folsom,51,651,Subscriber,94949
851663,448,7/17/2015 17:26,Post at Kearny,47,7/17/2015 17:34,Steuart at Market,74,500,Subscriber,94501
851660,1082,7/17/2015 17:25,Commercial at Montgomery,45,7/17/2015 17:43,San Francisco City Hall,58,592,Subscriber,94102
851659,913,7/17/2015 17:25,South Van Ness at Market,66,7/17/2015 17:40,Temporary Transbay Terminal (Howard at Beale),55,533,Subscriber,94611
851658,629,7/17/2015 17:19,2nd at South Park,64,7/17/2015 17:30,Market at Sansome,77,631,Subscriber,94610
851657,4771,7/17/2015 17:24,Market at 10th,67,7/17/2015 18:44,Powell at Post (Union Square),71,193,Customer,2166
851656,584,7/17/2015 17:24,Temporary Transbay Terminal (Howard at Beale),55,7/17/2015 17:33,Davis at Jackson,42,456,Subscriber,94111
851653,740,7/17/2015 17:23,Broadway St at Battery St,82,7/17/2015 17:36,San Francisco Caltrain (Townsend at 4th),70,461,Subscriber,94022
851651,480,7/17/2015 17:23,San Francisco Caltrain 2 (330 Townsend),69,7/17/2015 17:31,Market at 4th,76,503,Subscriber,94523
851650,467,7/17/2015 17:23,San Pedro Square,6,7/17/2015 17:30,San Jose Diridon Caltrain Station,2,213,Subscriber,95377
851649,264,7/17/2015 17:22,Market at 10th,67,7/17/2015 17:27,Civic Center BART (7th at Market),72,579,Subscriber,95123
851646,378,7/17/2015 17:22,Townsend at 7th,65,7/17/2015 17:28,2nd at Townsend,61,289,Subscriber,94107
851643,1047,7/17/2015 17:22,Steuart at Market,74,7/17/2015 17:39,San Francisco Caltrain 2 (330 Townsend),69,96,Subscriber,94107
851642,941,7/17/2015 17:22,Market at 10th,67,7/17/2015 17:37,Spear at Folsom,49,395,Subscriber,94105
851641,576,7/17/2015 17:22,Broadway St at Battery St,82,7/17/2015 17:31,Powell Street BART,39,315,Subscriber,94501
851640,320,7/17/2015 17:21,Yerba Buena Center of the Arts (3rd @ Howard),68,7/17/2015 17:27,San Francisco Caltrain (Townsend at 4th),70,480,Subscriber,94401
851639,493,7/17/2015 17:21,Temporary Transbay Terminal (Howard at Beale),55,7/17/2015 17:29,Davis at Jackson,42,347,Subscriber,94122
851636,536,7/17/2015 17:20,San Francisco Caltrain 2 (330 Townsend),69,7/17/2015 17:29,San Francisco Caltrain (Townsend at 4th),70,268,Subscriber,94541
851635,365,7/17/2015 17:20,Market at 4th,76,7/17/2015 17:26,Market at 10th,67,300,Subscriber,94103
851634,326,7/17/2015 17:20,Market at 4th,76,7/17/2015 17:25,Temporary Transbay Terminal (Howard at Beale),55,472,Subscriber,94706
851633,681,7/17/2015 17:19,Embarcadero at Folsom,51,7/17/2015 17:31,San Francisco Caltrain (Townsend at 4th),70,292,Subscriber,94025
851632,1167,7/17/2015 17:19,Spear at Folsom,49,7/17/2015 17:38,Golden Gate at Polk,59,554,Subscriber,94117
851631,738,7/17/2015 17:19,San Francisco Caltrain 2 (330 Townsend),69,7/17/2015 17:31,Harry Bridges Plaza (Ferry Building),50,389,Subscriber,94949
851630,723,7/17/2015 17:12,2nd at South Park,64,7/17/2015 17:24,Market at Sansome,77,368,Subscriber,94612
851629,900,7/17/2015 17:17,Broadway St at Battery St,82,7/17/2015 17:32,San Francisco Caltrain (Townsend at 4th),70,569,Subscriber,95124
851628,615,7/17/2015 17:17,Townsend at 7th,65,7/17/2015 17:27,Embarcadero at Bryant,54,137,Subscriber,94105
851627,651,7/17/2015 17:12,University and Emerson,35,7/17/2015 17:23,California Ave Caltrain Station,36,201,Subscriber,94306
851626,750,7/17/2015 17:16,Harry Bridges Plaza (Ferry Building),50,7/17/2015 17:29,San Francisco Caltrain (Townsend at 4th),70,214,Subscriber,94040
851625,1692,7/17/2015 17:16,San Francisco City Hall,58,7/17/2015 17:44,Powell at Post (Union Square),71,383,Customer,11788
851624,396,7/17/2015 17:16,Beale at Market,56,7/17/2015 17:23,Grant Avenue at Columbus Avenue,73,559,Subscriber,94133
851623,725,7/17/2015 17:16,2nd at Townsend,61,7/17/2015 17:28,Davis at Jackson,42,397,Subscriber,94111
851622,561,7/17/2015 17:15,Embarcadero at Folsom,51,7/17/2015 17:25,San Francisco Caltrain (Townsend at 4th),70,348,Subscriber,94404
851621,284,7/17/2015 17:15,Mechanics Plaza (Market at Battery),75,7/17/2015 17:20,Howard at 2nd,63,538,Subscriber,94105
851620,571,7/17/2015 17:14,Embarcadero at Vallejo,48,7/17/2015 17:24,Temporary Transbay Terminal (Howard at Beale),55,509,Subscriber,94608
851619,819,7/17/2015 17:14,San Francisco Caltrain 2 (330 Townsend),69,7/17/2015 17:28,San Francisco Caltrain (Townsend at 4th),70,586,Subscriber,94107
851618,581,7/17/2015 17:14,Market at 4th,76,7/17/2015 17:23,Townsend at 7th,65,593,Subscriber,94107
851617,466,7/17/2015 17:13,Temporary Transbay Terminal (Howard at Beale),55,7/17/2015 17:20,San Francisco Caltrain (Townsend at 4th),70,557,Subscriber,94010
851616,442,7/17/2015 17:12,Market at 4th,76,7/17/2015 17:20,San Francisco Caltrain (Townsend at 4th),70,482,Subscriber,94403
851615,575,7/17/2015 17:12,Market at 10th,67,7/17/2015 17:22,San Francisco Caltrain 2 (330 Townsend),69,493,Subscriber,94401
851614,845,7/17/2015 17:12,Townsend at 7th,65,7/17/2015 17:26,Embarcadero at Folsom,51,510,Subscriber,94501
851613,393,7/17/2015 17:12,Market at 4th,76,7/17/2015 17:19,Temporary Transbay Terminal (Howard at Beale),55,470,Subscriber,94611
851612,950,7/17/2015 17:12,Clay at Battery,41,7/17/2015 17:28,Embarcadero at Vallejo,48,443,Subscriber,94133
851610,435,7/17/2015 17:11,Paseo de San Antonio,7,7/17/2015 17:19,SJSU - San Salvador at 9th,16,712,Subscriber,95112
851608,512,7/17/2015 17:11,Embarcadero at Folsom,51,7/17/2015 17:19,San Francisco Caltrain (Townsend at 4th),70,320,Subscriber,94002
851607,343,7/17/2015 17:11,Broadway St at Battery St,82,7/17/2015 17:16,Spear at Folsom,49,328,Subscriber,94105
851605,447,7/17/2015 17:11,Powell Street BART,39,7/17/2015 17:18,Steuart at Market,74,507,Subscriber,94941
851604,695,7/17/2015 17:11,San Jose Diridon Caltrain Station,2,7/17/2015 17:22,Japantown,9,644,Subscriber,94111
851603,608,7/17/2015 17:11,Temporary Transbay Terminal (Howard at Beale),55,7/17/2015 17:21,San Francisco Caltrain (Townsend at 4th),70,632,Subscriber,94022
851602,265,7/17/2015 17:11,San Jose Diridon Caltrain Station,2,7/17/2015 17:15,Santa Clara at Almaden,4,78,Subscriber,95110
851601,614,7/17/2015 17:10,Temporary Transbay Terminal (Howard at Beale),55,7/17/2015 17:20,San Francisco Caltrain (Townsend at 4th),70,878,Subscriber,94041
851600,460,7/17/2015 17:10,2nd at Townsend,61,7/17/2015 17:18,Steuart at Market,74,96,Subscriber,94523
851599,304,7/17/2015 17:10,Steuart at Market,74,7/17/2015 17:15,Embarcadero at Bryant,54,617,Subscriber,94115
851598,882,7/17/2015 17:10,Davis at Jackson,42,7/17/2015 17:25,San Francisco Caltrain (Townsend at 4th),70,560,Subscriber,94087
851596,1045,7/17/2015 17:10,California Ave Caltrain Station,36,7/17/2015 17:27,San Antonio Caltrain Station,29,80,Subscriber,94024
851595,382,7/17/2015 17:09,2nd at Townsend,61,7/17/2015 17:16,Harry Bridges Plaza (Ferry Building),50,463,Subscriber,94903
851594,328,7/17/2015 17:09,Market at Sansome,77,7/17/2015 17:14,Harry Bridges Plaza (Ferry Building),50,549,Subscriber,94925
851591,731,7/17/2015 17:03,2nd at South Park,64,7/17/2015 17:16,Harry Bridges Plaza (Ferry Building),50,542,Subscriber,94960
851590,638,7/17/2015 17:09,Commercial at Montgomery,45,7/17/2015 17:19,San Francisco Caltrain (Townsend at 4th),70,384,Subscriber,94087
851589,262,7/17/2015 17:08,San Francisco Caltrain 2 (330 Townsend),69,7/17/2015 17:13,Townsend at 7th,65,651,Subscriber,94107
851587,272,7/17/2015 17:08,Santa Clara at Almaden,4,7/17/2015 17:13,San Jose Diridon Caltrain Station,2,65,Subscriber,94110
851586,235,7/17/2015 17:08,Market at Sansome,77,7/17/2015 17:12,Market at Sansome,77,635,Subscriber,94303
851585,187,7/17/2015 17:08,Townsend at 7th,65,7/17/2015 17:11,San Francisco Caltrain 2 (330 Townsend),69,357,Subscriber,95051
851584,430,7/17/2015 17:08,5th at Howard,57,7/17/2015 17:15,San Francisco Caltrain 2 (330 Townsend),69,552,Subscriber,95070
851583,522,7/17/2015 17:08,Embarcadero at Vallejo,48,7/17/2015 17:16,Embarcadero at Sansome,60,278,Customer,30324
851582,480,7/17/2015 17:08,Embarcadero at Folsom,51,7/17/2015 17:16,Embarcadero at Sansome,60,497,Subscriber,94133
851581,1078,7/17/2015 17:08,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:26,Powell Street BART,39,526,Subscriber,94107
851580,930,7/17/2015 17:07,Embarcadero at Sansome,60,7/17/2015 17:23,San Francisco Caltrain (Townsend at 4th),70,459,Subscriber,95111
851579,526,7/17/2015 17:07,Powell Street BART,39,7/17/2015 17:16,Harry Bridges Plaza (Ferry Building),50,522,Subscriber,94960
851578,273,7/17/2015 17:07,Embarcadero at Vallejo,48,7/17/2015 17:11,Embarcadero at Folsom,51,292,Subscriber,94547
851577,955,7/17/2015 17:06,Park at Olive,38,7/17/2015 17:22,Palo Alto Caltrain Station,34,244,Subscriber,94002
851576,361,7/17/2015 17:06,Market at 10th,67,7/17/2015 17:12,Post at Kearny,47,484,Subscriber,94103
851575,607,7/17/2015 17:06,San Francisco Caltrain (Townsend at 4th),70,7/17/2015 17:16,Powell Street BART,39,485,Subscriber,94549
851574,506,7/17/2015 17:06,Howard at 2nd,63,7/17/2015 17:14,San Francisco Caltrain 2 (330 Townsend),69,503,Subscriber,94062
851573,299,7/17/2015 17:06,Clay at Battery,41,7/17/2015 17:11,Market at Sansome,77,548,Subscriber,94107
851572,699,7/17/2015 17:06,South Van Ness at Market,66,7/17/2015 17:17,Beale at Market,56,561,Subscriber,9611
851571,348,7/17/2015 17:05,5th at Howard,57,7/17/2015 17:11,San Francisco Caltrain 2 (330 Townsend),69,586,Subscriber,94303
851570,712,7/17/2015 17:05,Harry Bridges Plaza (Ferry Building),50,7/17/2015 17:17,San Francisco Caltrain 2 (330 Townsend),69,326,Subscriber,94002
851569,583,7/17/2015 17:05,Powell Street BART,39,7/17/2015 17:14,Beale at Market,56,559,Subscriber,94127
851568,716,7/17/2015 17:05,Golden Gate at Polk,59,7/17/2015 17:17,San Francisco Caltrain 2 (330 Townsend),69,411,Subscriber,94305
851567,625,7/17/2015 17:04,Spear at Folsom,49,7/17/2015 17:15,San Francisco Caltrain (Townsend at 4th),70,620,Subscriber,94062
851566,284,7/17/2015 17:04,Embarcadero at Sansome,60,7/17/2015 17:09,Steuart at Market,74,617,Subscriber,94597
851565,413,7/17/2015 17:03,Harry Bridges Plaza (Ferry Building),50,7/17/2015 17:10,Embarcadero at Sansome,60,530,Subscriber,94133
851564,406,7/17/2015 17:03,Harry Bridges Plaza (Ferry Building),50,7/17/2015 17:10,Embarcadero at Sansome,60,318,Subscriber,94117
851563,817,7/17/2015 17:03,Stanford in Redwood City,25,7/17/2015 17:17,Redwood City Caltrain Station,22,299,Subscriber,95037
851561,454,7/17/2015 17:02,Embarcadero at Folsom,51,7/17/2015 17:10,San Francisco Caltrain (Townsend at 4th),70,437,Subscriber,94062
851560,1701,7/17/2015 17:01,Temporary Transbay Terminal (Howard at Beale),55,7/17/2015 17:30,San Francisco Caltrain (Townsend at 4th),70,618,Subscriber,94030
851559,881,7/17/2015 17:01,San Francisco City Hall,58,7/17/2015 17:16,Grant Avenue at Columbus Avenue,73,582,Subscriber,94133
851558,787,7/17/2015 17:01,Mechanics Plaza (Market at Battery),75,7/17/2015 17:14,San Francisco Caltrain (Townsend at 4th),70,602,Subscriber,95054
851557,750,7/17/2015 17:01,Embarcadero at Folsom,51,7/17/2015 17:13,San Francisco Caltrain (Townsend at 4th),70,568,Subscriber,95131
851555,763,7/17/2015 17:00,Market at 10th,67,7/17/2015 17:12,Steuart at Market,74,585,Subscriber,94501
851554,809,7/17/2015 16:59,Washington at Kearny,46,7/17/2015 17:13,San Francisco Caltrain (Townsend at 4th),70,283,Subscriber,94087
851553,1304,7/17/2015 16:59,Rengstorff Avenue / California Street,33,7/17/2015 17:21,Evelyn Park and Ride,30,120,Subscriber,94040
851552,205,7/17/2015 16:59,Cowper at University,37,7/17/2015 17:02,Palo Alto Caltrain Station,34,139,Subscriber,94102
851551,795,7/17/2015 16:59,San Francisco Caltrain 2 (330 Townsend),69,7/17/2015 17:12,Harry Bridges Plaza (Ferry Building),50,495,Subscriber,94601
851550,581,7/17/2015 16:58,Golden Gate at Polk,59,7/17/2015 17:08,San Francisco Caltrain 2 (330 Townsend),69,389,Subscriber,94306
851549,222,7/17/2015 16:58,Steuart at Market,74,7/17/2015 17:02,Temporary Transbay Terminal (Howard at Beale),55,456,Subscriber,94108
851547,977,7/17/2015 16:57,Howard at 2nd,63,7/17/2015 17:13,Townsend at 7th,65,137,Customer,10024
851546,11143,7/17/2015 16:56,Mountain View City Hall,27,7/17/2015 20:02,Mountain View City Hall,27,10,Customer,95123
851544,11203,7/17/2015 16:55,Mountain View City Hall,27,7/17/2015 20:02,Mountain View City Hall,27,147,Customer,95123
851543,592,7/17/2015 16:55,Powell at Post (Union Square),71,7/17/2015 17:05,San Francisco Caltrain (Townsend at 4th),70,485,Subscriber,94158
851542,436,7/17/2015 16:55,Market at 10th,67,7/17/2015 17:03,San Francisco Caltrain 2 (330 Townsend),69,603,Subscriber,94041
851541,916,7/17/2015 16:55,Davis at Jackson,42,7/17/2015 17:10,San Francisco Caltrain (Townsend at 4th),70,282,Subscriber,94107
851540,118,7/17/2015 16:55,5th at Howard,57,7/17/2015 16:57,Powell Street BART,39,522,Subscriber,94118
711724,281,4/3/2015 17:56,Broadway St at Battery St,82,4/3/2015 18:01,Beale at Market,56,443,Subscriber,94609
711722,455,4/3/2015 17:55,2nd at South Park,64,4/3/2015 18:02,San Francisco Caltrain (Townsend at 4th),70,288,Subscriber,94404
711720,1361,4/3/2015 17:55,Embarcadero at Folsom,51,4/3/2015 18:17,2nd at Townsend,61,397,Customer,90803
711718,1204,4/3/2015 17:54,5th at Howard,57,4/3/2015 18:14,Beale at Market,56,611,Subscriber,94501
711717,807,4/3/2015 17:54,Commercial at Montgomery,45,4/3/2015 18:07,2nd at South Park,64,407,Subscriber,94107
711716,675,4/3/2015 17:54,Embarcadero at Folsom,51,4/3/2015 18:05,San Francisco Caltrain (Townsend at 4th),70,508,Subscriber,95054
711715,749,4/3/2015 17:54,Mountain View Caltrain Station,28,4/3/2015 18:06,Rengstorff Avenue / California Street,33,195,Subscriber,94040
711714,387,4/3/2015 17:53,2nd at Townsend,61,4/3/2015 18:00,Market at Sansome,77,571,Subscriber,94703
711713,572,4/3/2015 17:52,Market at 10th,67,4/3/2015 18:02,San Francisco Caltrain 2 (330 Townsend),69,590,Subscriber,94403
711712,223,4/3/2015 17:52,Townsend at 7th,65,4/3/2015 17:56,San Francisco Caltrain 2 (330 Townsend),69,426,Subscriber,94070
711711,1040,4/3/2015 17:52,Harry Bridges Plaza (Ferry Building),50,4/3/2015 18:09,Market at 10th,67,481,Subscriber,94107
711710,739,4/3/2015 17:52,South Van Ness at Market,66,4/3/2015 18:04,San Francisco Caltrain 2 (330 Townsend),69,275,Subscriber,95118
711709,511,4/3/2015 17:51,San Francisco Caltrain 2 (330 Townsend),69,4/3/2015 17:59,Powell Street BART,39,610,Subscriber,94107
711708,826,4/3/2015 17:51,Broadway St at Battery St,82,4/3/2015 18:04,2nd at Townsend,61,439,Subscriber,95111
711707,672,4/3/2015 17:49,Market at 10th,67,4/3/2015 18:01,San Francisco Caltrain 2 (330 Townsend),69,619,Subscriber,94040
711705,802,4/3/2015 17:48,San Francisco Caltrain (Townsend at 4th),70,4/3/2015 18:02,Market at Sansome,77,134,Subscriber,94549
711704,865,4/3/2015 17:48,Steuart at Market,74,4/3/2015 18:03,2nd at Townsend,61,429,Subscriber,94158
711703,1361,4/3/2015 17:48,Harry Bridges Plaza (Ferry Building),50,4/3/2015 18:11,San Francisco Caltrain (Townsend at 4th),70,371,Customer,89511
711701,563,4/3/2015 17:45,Beale at Market,56,4/3/2015 17:55,2nd at Townsend,61,409,Subscriber,94041
711700,2227,4/3/2015 17:48,Harry Bridges Plaza (Ferry Building),50,4/3/2015 18:25,San Francisco Caltrain (Townsend at 4th),70,313,Customer,89511
711699,2818,4/3/2015 17:47,Powell Street BART,39,4/3/2015 18:34,Market at 10th,67,348,Customer,60640
711697,2852,4/3/2015 17:47,Powell Street BART,39,4/3/2015 18:34,Market at 10th,67,320,Customer,60640
711696,298,4/3/2015 17:47,Harry Bridges Plaza (Ferry Building),50,4/3/2015 17:52,Embarcadero at Vallejo,48,604,Subscriber,95118
711695,282,4/3/2015 17:47,Commercial at Montgomery,45,4/3/2015 17:52,Market at Sansome,77,328,Subscriber,94703
711692,452,4/3/2015 17:45,2nd at South Park,64,4/3/2015 17:52,Harry Bridges Plaza (Ferry Building),50,406,Subscriber,94903
711691,153,4/3/2015 17:45,2nd at Folsom,62,4/3/2015 17:48,Market at Sansome,77,395,Subscriber,94117
711690,531,4/3/2015 17:45,Yerba Buena Center of the Arts (3rd @ Howard),68,4/3/2015 17:54,San Francisco Caltrain 2 (330 Townsend),69,375,Subscriber,94107
711688,1877,4/3/2015 17:44,Townsend at 7th,65,4/3/2015 18:16,Davis at Jackson,42,634,Subscriber,98033
711687,572,4/3/2015 17:44,San Francisco Caltrain 2 (330 Townsend),69,4/3/2015 17:54,Steuart at Market,74,265,Subscriber,94107
711686,594,4/3/2015 17:44,Mechanics Plaza (Market at Battery),75,4/3/2015 17:54,Howard at 2nd,63,267,Subscriber,94107
711684,672,4/3/2015 17:43,Mechanics Plaza (Market at Battery),75,4/3/2015 17:54,Market at 10th,67,598,Subscriber,94102
711683,881,4/3/2015 17:43,Harry Bridges Plaza (Ferry Building),50,4/3/2015 17:58,San Francisco Caltrain (Townsend at 4th),70,309,Subscriber,94111
711680,517,4/3/2015 17:43,2nd at Townsend,61,4/3/2015 17:51,Harry Bridges Plaza (Ferry Building),50,503,Subscriber,94960
711679,505,4/3/2015 17:42,Market at 10th,67,4/3/2015 17:51,San Francisco Caltrain 2 (330 Townsend),69,325,Subscriber,94025
711678,559,4/3/2015 17:42,San Francisco Caltrain 2 (330 Townsend),69,4/3/2015 17:51,Howard at 2nd,63,479,Subscriber,94133
711677,196,4/3/2015 17:42,Market at Sansome,77,4/3/2015 17:45,Market at 4th,76,421,Subscriber,94105
711676,655,4/3/2015 17:42,Post at Kearny,47,4/3/2015 17:53,San Francisco Caltrain 2 (330 Townsend),69,608,Subscriber,94303
711675,371,4/3/2015 17:41,2nd at Folsom,62,4/3/2015 17:48,San Francisco Caltrain (Townsend at 4th),70,134,Subscriber,94002
711674,514,4/3/2015 17:41,Market at Sansome,77,4/3/2015 17:50,Embarcadero at Sansome,60,470,Subscriber,94132
711673,541,4/3/2015 17:40,Civic Center BART (7th at Market),72,4/3/2015 17:50,Steuart at Market,74,526,Subscriber,94104
711672,222,4/3/2015 17:40,Townsend at 7th,65,4/3/2015 17:44,San Francisco Caltrain 2 (330 Townsend),69,515,Subscriber,94306
711671,725,4/3/2015 17:40,San Jose Diridon Caltrain Station,2,4/3/2015 17:52,Japantown,9,79,Subscriber,95112
711670,1143,4/3/2015 17:40,Grant Avenue at Columbus Avenue,73,4/3/2015 17:59,San Francisco Caltrain 2 (330 Townsend),69,378,Subscriber,94133
711667,493,4/3/2015 17:39,Market at 10th,67,4/3/2015 17:48,Post at Kearny,47,441,Subscriber,94133
711666,778,4/3/2015 17:39,Market at 10th,67,4/3/2015 17:52,San Francisco Caltrain 2 (330 Townsend),69,415,Subscriber,94401
711664,607,4/3/2015 17:38,Temporary Transbay Terminal (Howard at Beale),55,4/3/2015 17:49,2nd at Townsend,61,525,Customer,94112
711663,470,4/3/2015 17:37,Market at 4th,76,4/3/2015 17:45,San Francisco Caltrain (Townsend at 4th),70,446,Subscriber,94041
711662,810,4/3/2015 17:37,San Francisco Caltrain 2 (330 Townsend),69,4/3/2015 17:50,Harry Bridges Plaza (Ferry Building),50,519,Subscriber,94949
711661,574,4/3/2015 17:37,San Francisco Caltrain (Townsend at 4th),70,4/3/2015 17:46,Powell Street BART,39,320,Subscriber,94107
711660,569,4/3/2015 17:36,San Jose Diridon Caltrain Station,2,4/3/2015 17:45,San Salvador at 1st,8,192,Subscriber,95126
711659,876,4/3/2015 17:36,Temporary Transbay Terminal (Howard at Beale),55,4/3/2015 17:50,San Francisco Caltrain 2 (330 Townsend),69,222,Subscriber,94107
711658,655,4/3/2015 17:36,Temporary Transbay Terminal (Howard at Beale),55,4/3/2015 17:47,San Francisco Caltrain (Townsend at 4th),70,342,Subscriber,94404
711657,349,4/3/2015 17:36,2nd at Folsom,62,4/3/2015 17:42,Harry Bridges Plaza (Ferry Building),50,538,Subscriber,94949
711656,430,4/3/2015 17:36,Steuart at Market,74,4/3/2015 17:43,Embarcadero at Sansome,60,541,Subscriber,94133
711655,676,4/3/2015 17:36,Market at 10th,67,4/3/2015 17:47,San Francisco Caltrain 2 (330 Townsend),69,290,Subscriber,95130
711653,267,4/3/2015 17:35,Embarcadero at Bryant,54,4/3/2015 17:39,Harry Bridges Plaza (Ferry Building),50,442,Subscriber,94080
711652,283,4/3/2015 17:35,Howard at 2nd,63,4/3/2015 17:39,Harry Bridges Plaza (Ferry Building),50,440,Subscriber,94115
711651,483,4/3/2015 17:35,Embarcadero at Folsom,51,4/3/2015 17:43,San Francisco Caltrain 2 (330 Townsend),69,379,Subscriber,94024
711650,574,4/3/2015 17:34,San Jose Diridon Caltrain Station,2,4/3/2015 17:44,Paseo de San Antonio,7,150,Subscriber,95112
711647,467,4/3/2015 17:33,2nd at South Park,64,4/3/2015 17:41,Spear at Folsom,49,448,Subscriber,94105
711644,676,4/3/2015 17:33,San Francisco Caltrain (Townsend at 4th),70,4/3/2015 17:45,Powell Street BART,39,607,Subscriber,94612
711642,997,4/3/2015 17:33,Steuart at Market,74,4/3/2015 17:50,2nd at Townsend,61,351,Subscriber,94107
711641,656,4/3/2015 17:33,San Francisco Caltrain (Townsend at 4th),70,4/3/2015 17:44,Harry Bridges Plaza (Ferry Building),50,604,Subscriber,94591
711640,882,4/3/2015 17:33,Yerba Buena Center of the Arts (3rd @ Howard),68,4/3/2015 17:48,South Van Ness at Market,66,275,Subscriber,94117
711637,1377,4/3/2015 17:31,South Van Ness at Market,66,4/3/2015 17:54,San Francisco Caltrain (Townsend at 4th),70,405,Customer,70506
711636,329,4/3/2015 17:31,Embarcadero at Sansome,60,4/3/2015 17:37,Steuart at Market,74,429,Subscriber,94609
711635,519,4/3/2015 17:30,Market at 10th,67,4/3/2015 17:39,5th at Howard,57,540,Subscriber,94107
